Start: 2026-06-26 14:15:40 | lat 44.530200 lon 14.470600
Temp: 39.17 C  ; Humidity: 17.50 %  ; Pressure: 1016.09 hPa
Reference voltage: 101.75 mV
Offset Calibration: 101.87 +/- 0.04 mV   101.74 +/- 0.04 mV
elevation,mean_ch0,stddev_ch0,mean_ch1,stddev_ch1,temp_c
[59.1233,107.8941,0.0660,349.0915,0.1792,37.2500]
[59.1233,107.8622,0.0691,348.9716,0.1605,37.2300]
[59.1233,107.8050,0.0542,348.9199,0.1219,37.2600]
[59.1233,107.8286,0.0747,348.9204,0.1939,37.2700]
[59.1233,107.7488,0.0813,348.6747,0.2044,37.2100]
[59.1233,107.7759,0.0901,348.7077,0.2963,37.2300]
[59.1233,107.6902,0.0735,348.4871,0.3368,37.2800]
[59.0446,374.3329,0.2934,110.7274,0.1159,37.3200]
[59.0446,374.4094,0.2634,110.7515,0.0982,37.3900]
[59.0446,374.1827,0.2802,110.6532,0.0990,37.5100]
[59.0446,374.3728,0.3462,110.7100,0.1174,37.6200]
[59.0446,374.1330,0.2938,110.6651,0.0903,37.7500]
[59.0446,374.2212,0.2676,110.6756,0.1018,37.8600]
[59.0446,374.2375,0.3367,110.6929,0.0728,37.8900]
[59.0446,373.8263,0.5052,110.5973,0.0825,37.8800]
[59.0446,374.1004,0.5512,110.5871,0.1310,37.9600]
[59.0446,374.0153,0.6043,110.5858,0.1468,38.0300]
[59.0446,109.0206,0.1313,352.1459,0.4070,38.1200]
[59.0446,108.9533,0.1052,351.9388,0.5090,38.1700]
[59.0446,108.9450,0.1420,351.9690,0.4508,38.1600]
[59.0446,108.9373,0.1004,352.0767,0.3688,38.2000]
[59.0446,109.0098,0.1097,352.0806,0.3297,38.2800]
[59.0446,108.9518,0.0940,352.2185,0.2327,38.3500]
[59.0446,109.0398,0.0824,352.3813,0.3287,38.3700]
[59.0446,109.0999,0.1328,352.5959,0.3404,38.4000]
[59.0446,109.1021,0.0941,352.8278,0.3206,38.4100]
[59.0446,109.1098,0.0711,352.7894,0.2969,38.4900]
[58.9682,374.2429,0.3576,110.2515,0.1132,38.6300]
[58.9682,374.3596,0.2565,110.2287,0.0953,38.6400]
[58.9682,374.3922,0.3070,110.2778,0.0723,38.6000]
[58.9682,374.4248,0.3300,110.2892,0.1195,38.5100]
[58.9682,374.6111,0.2727,110.3336,0.0868,38.4300]
[58.9682,374.5367,0.3310,110.3165,0.1141,38.4600]
[58.9682,374.5802,0.3661,110.3637,0.1408,38.4100]
[58.9682,374.5765,0.3169,110.3870,0.1212,38.3300]
[58.9682,374.5358,0.3708,110.3823,0.1206,38.1900]
[58.9682,374.7610,0.3331,110.3581,0.0903,38.0700]
[58.9682,109.9352,0.0917,349.5493,0.3214,38.0000]
[58.9682,109.9381,0.1200,349.5672,0.3751,37.9900]
[58.9682,109.8714,0.1032,349.2865,0.2032,38.0100]
[58.9682,109.8344,0.1206,349.1380,0.3249,38.0900]
[58.9682,109.7634,0.1159,349.0086,0.3314,38.1900]
[58.9682,109.7947,0.0786,348.9994,0.2569,38.2300]
[58.9682,109.7453,0.0810,348.8667,0.2310,38.2700]
[58.9682,109.7833,0.0733,348.9596,0.2039,38.3000]
[58.9682,109.8129,0.1077,349.0899,0.3313,38.1900]
[58.9682,109.8863,0.0970,349.3363,0.3696,38.2500]
[58.8892,375.4373,0.3866,110.0671,0.1187,38.4000]
[58.8892,375.2448,0.3567,109.9966,0.1515,38.3800]
[58.8892,375.2633,0.5017,110.0086,0.1313,38.4700]
[58.8892,375.3984,0.2728,110.0410,0.1328,38.5300]
[58.8892,375.2893,0.3399,109.9628,0.0923,38.5900]
[58.8892,375.1423,0.2009,109.9521,0.0741,38.6300]
[58.8892,375.0981,0.3378,109.9203,0.1061,38.6200]
[58.8892,375.0689,0.1730,109.9262,0.0664,38.6800]
[58.8892,375.0715,0.2336,109.9610,0.0744,38.6600]
[58.8892,375.1436,0.3007,109.9317,0.0923,38.6600]
[58.8892,109.7828,0.0910,350.2117,0.3531,38.6700]
[58.8892,109.8051,0.1185,350.2686,0.3612,38.7100]
[58.8892,109.7493,0.1080,350.1246,0.3532,38.7500]
[58.8892,109.7307,0.0983,350.1049,0.2691,38.7800]
[58.8892,109.8157,0.1233,350.1882,0.4164,38.7700]
[58.8892,109.8049,0.1409,350.2690,0.3986,38.7300]
[58.8892,109.7654,0.1304,350.2729,0.3316,38.8300]
[58.8892,109.8025,0.0971,350.0799,0.5045,38.9200]
[58.8892,109.9006,0.1074,350.4933,0.5178,38.9800]
[58.8892,109.8926,0.1329,350.6195,0.4278,39.0400]
[58.8100,375.2773,0.2619,110.7031,0.1122,39.1300]
[58.8100,375.2697,0.3038,110.7379,0.0898,39.1500]
[58.8100,375.4193,0.3767,110.7833,0.1100,39.0300]
[58.8100,375.5227,0.4317,110.8246,0.1210,38.9500]
[58.8100,375.5225,0.3041,110.8261,0.0911,38.8700]
[58.8100,375.4263,0.2360,110.7894,0.0864,38.7900]
[58.8100,375.5180,0.3305,110.8279,0.1092,38.7800]
[58.8100,375.4147,0.3575,110.7519,0.1122,38.8200]
[58.8100,375.7378,0.2995,110.8544,0.0897,38.7700]
[58.8100,375.4534,0.2903,110.7646,0.0816,38.7800]
[58.8100,109.2474,0.0686,350.1637,0.2173,38.7400]
[58.8100,109.2674,0.0964,350.2244,0.1905,38.6700]
[58.8100,109.2773,0.0927,350.2194,0.2645,38.6400]
[58.8100,109.2487,0.1038,350.2486,0.2529,38.6400]
[58.8100,109.2181,0.0884,350.1367,0.2646,38.6200]
[58.8100,109.1474,0.0730,349.8684,0.2298,38.5800]
[58.8100,109.1468,0.1013,349.9478,0.2145,38.5600]
[58.8100,109.1420,0.0656,350.0979,0.2495,38.5000]
[58.8100,109.1645,0.0991,349.9630,0.3650,38.4400]
[58.8100,109.1218,0.1138,349.9716,0.3958,38.4300]
[58.7306,374.4585,0.3858,110.0097,0.1348,38.5100]
[58.7306,374.4365,0.4216,109.9149,0.1067,38.6000]
[58.7306,374.2863,0.3985,109.9007,0.0996,38.6700]
[58.7306,374.2221,0.4894,109.8655,0.1174,38.7100]
[58.7306,374.2209,0.3332,109.8411,0.0785,38.7600]
[58.7306,374.1762,0.4230,109.8511,0.0964,38.8400]
[58.7306,373.9752,0.4365,109.7848,0.0875,38.8900]
[58.7306,374.0483,0.2511,109.7971,0.0780,38.9600]
[58.7306,373.9907,0.3144,109.8000,0.1003,39.0500]
[58.7306,373.9253,0.3734,109.7622,0.1177,39.1000]
[58.7306,108.9943,0.0901,347.5354,0.3409,39.0600]
[58.7306,108.9385,0.1138,347.3672,0.2674,39.0600]
[58.7306,108.8864,0.1287,347.1784,0.3515,39.0600]
[58.7306,108.9066,0.0752,347.2574,0.2202,39.0900]
[58.7306,108.8250,0.0882,347.1416,0.2692,39.1100]
[58.7306,108.7630,0.1105,347.0216,0.3176,39.1900]
[58.7306,108.7301,0.1293,346.9016,0.2657,39.2700]
[58.7306,108.7104,0.0967,346.8972,0.2639,39.3100]
[58.7306,108.7228,0.1032,346.9898,0.2917,39.3400]
[58.7306,108.5560,0.1312,346.5522,0.3756,39.3100]
[58.6536,372.4714,0.4733,109.2174,0.1331,39.3900]
[58.6536,372.4343,0.5093,109.1761,0.1591,39.4500]
[58.6536,372.5572,0.2545,109.2166,0.1196,39.4700]
[58.6536,372.5017,0.3635,109.2002,0.1267,39.5100]
[58.6536,372.3961,0.3582,109.2077,0.1094,39.5700]
[58.6536,372.5287,0.3747,109.2482,0.0937,39.6200]
[58.6536,372.6913,0.4751,109.2821,0.1106,39.6100]
[58.6536,372.7655,0.2116,109.3295,0.0925,39.4700]
[58.6536,372.5684,0.3494,109.2388,0.1150,39.3400]
[58.6536,372.6076,0.4542,109.2712,0.1221,39.3300]
[58.6536,106.7315,0.1012,349.9024,0.3512,39.1900]
[58.6536,106.7268,0.1073,349.8745,0.3222,39.0400]
[58.6536,106.7180,0.1009,349.8762,0.2581,39.0300]
[58.6536,106.6702,0.1065,349.7632,0.3784,39.0200]
[58.6536,106.7015,0.0961,349.6078,0.2923,39.0700]
[58.6536,106.6662,0.0858,349.6630,0.3279,39.1500]
[58.6536,106.6857,0.1185,349.5489,0.4336,39.2100]
[58.6536,106.7358,0.0836,349.7375,0.2502,39.3000]
[58.6536,106.7031,0.1046,349.5402,0.2764,39.3000]
[58.6536,106.6821,0.1051,349.4253,0.2833,39.3700]
[58.5739,372.1427,0.4458,109.4009,0.1285,39.5000]
[58.5739,372.1534,0.2634,109.4516,0.0570,39.5300]
[58.5739,372.3082,0.2421,109.5013,0.1006,39.5200]
[58.5739,372.3337,0.2959,109.4949,0.0912,39.4100]
[58.5739,372.4827,0.2249,109.5876,0.0837,39.3500]
[58.5739,372.7226,0.2062,109.6541,0.0677,39.2600]
[58.5739,373.1050,0.2403,109.7589,0.1020,39.1200]
[58.5739,372.8963,0.1908,109.7001,0.0593,39.0700]
[58.5739,372.7754,0.2579,109.6758,0.0849,39.0800]
[58.5739,372.8655,0.3565,109.6915,0.1297,39.1300]
[58.5739,108.1179,0.0590,348.4890,0.1865,39.0400]
[58.5739,108.1169,0.0933,348.4444,0.2623,39.0800]
[58.5739,108.0704,0.1060,348.2362,0.2546,39.0500]
[58.5739,108.0180,0.0825,348.1350,0.2634,39.0700]
[58.5739,107.9380,0.0844,347.8598,0.2431,39.0900]
[58.5739,107.9614,0.0780,347.8793,0.2744,39.1200]
[58.5739,107.9876,0.0468,348.0039,0.2565,39.1900]
[58.5739,107.9473,0.0949,347.8434,0.2573,39.1900]
[58.5739,107.9410,0.0798,347.8477,0.2782,39.2100]
[58.5739,107.9486,0.0616,347.8218,0.2077,39.2900]
[58.4966,372.9341,0.1972,109.4797,0.0797,39.4400]
[58.4966,373.1084,0.2783,109.4921,0.1068,39.3800]
[58.4966,372.8933,0.2788,109.4421,0.0969,39.2900]
[58.4966,373.0528,0.4846,109.4883,0.1436,39.2200]
[58.4966,372.9322,0.3896,109.4441,0.1136,39.1600]
[58.4966,373.2444,0.4581,109.5126,0.1613,39.0200]
[58.4966,373.2452,0.3153,109.5523,0.1042,39.0000]
[58.4966,373.4559,0.3450,109.6021,0.1074,38.9500]
[58.4966,373.7232,0.3185,109.6857,0.1144,38.9800]
[58.4966,373.7141,0.3821,109.6536,0.1320,39.0300]
[58.4966,108.3809,0.1019,353.0096,0.3262,39.1800]
[58.4966,108.3585,0.0933,352.9994,0.2724,39.2900]
[58.4966,108.3256,0.1184,352.8602,0.3692,39.3400]
[58.4966,108.2800,0.0898,352.8398,0.2706,39.4100]
[58.4966,108.1808,0.1341,352.6984,0.3654,39.4500]
[58.4966,108.2765,0.1358,352.9820,0.3734,39.5000]
[58.4966,108.2795,0.1211,353.1403,0.2845,39.4700]
[58.4966,108.3065,0.1144,353.2672,0.3569,39.4600]
[58.4966,108.3079,0.1344,353.1081,0.3827,39.4300]
[58.4966,108.2340,0.1121,353.0424,0.3323,39.3500]
[58.4166,371.4273,0.3924,109.1544,0.1121,39.3800]
[58.4166,371.4990,0.3831,109.1703,0.0983,39.3900]
[58.4166,371.6474,0.3626,109.1615,0.0936,39.5100]
[58.4166,371.6724,0.4334,109.2238,0.1224,39.6100]
[58.4166,371.7630,0.2994,109.2130,0.1071,39.6700]
[58.4166,371.2876,0.3406,109.1060,0.0912,39.7300]
[58.4166,371.2187,0.3004,109.0794,0.0985,39.7700]
[58.4166,371.3934,0.2660,109.0945,0.0872,39.8600]
[58.4166,371.1964,0.2665,109.0435,0.0974,39.9200]
[58.4166,371.1340,0.2713,109.0433,0.0928,39.9800]
[58.4166,108.8282,0.1075,349.5203,0.3847,39.9900]
[58.4166,108.8288,0.1070,349.5693,0.3067,39.9200]
[58.4166,108.7786,0.1326,349.3839,0.2893,39.9000]
[58.4166,108.8667,0.1120,349.6193,0.2841,39.8100]
[58.4166,108.7501,0.1702,349.3157,0.4479,39.7500]
[58.4166,108.7972,0.1482,349.4969,0.3912,39.7500]
[58.4166,108.8003,0.1462,349.4662,0.2767,39.6900]
[58.4166,108.7552,0.1409,349.2318,0.3726,39.5800]
[58.4166,108.7809,0.0965,349.4303,0.3201,39.4600]
[58.4166,108.8274,0.1034,349.5856,0.2842,39.3100]
[58.3339,377.9966,0.4032,110.4193,0.1100,39.1600]
[58.3339,377.8474,0.3074,110.3744,0.1119,39.1000]
[58.3339,377.7892,0.2474,110.3412,0.0838,39.0000]
[58.3339,377.8328,0.3203,110.3561,0.1313,38.9100]
[58.3339,377.8309,0.3737,110.3584,0.1432,38.9000]
[58.3339,377.8943,0.1997,110.4216,0.0912,38.8600]
[58.3339,377.5235,0.4180,110.3087,0.1526,38.7600]
[58.3339,377.3726,0.3754,110.2827,0.1162,38.6800]
[58.3339,377.1013,0.5221,110.2815,0.1503,38.5700]
[58.3339,377.1747,0.3529,110.2788,0.1378,38.3700]
[58.3339,110.3931,0.1003,350.5028,0.2887,38.3100]
[58.3339,110.3198,0.1472,350.1652,0.5065,38.3500]
[58.3339,110.4052,0.1191,350.4456,0.3048,38.3100]
[58.3339,110.5060,0.1654,350.8862,0.4298,38.3200]
[58.3339,110.3910,0.1315,350.6050,0.3231,38.3600]
[58.3339,110.4388,0.1460,350.8356,0.3830,38.3900]
[58.3339,110.4752,0.1511,350.9971,0.4232,38.4600]
[58.3339,110.4714,0.1360,351.0154,0.3898,38.5000]
[58.3339,110.4354,0.1402,351.0071,0.4327,38.4900]
[58.3339,110.4570,0.0887,350.9975,0.2201,38.4000]
[58.2536,374.4023,0.3999,109.7914,0.1215,38.3900]
[58.2536,374.4335,0.2017,109.7940,0.0694,38.3700]
[58.2536,374.5205,0.1727,109.8196,0.0837,38.4000]
[58.2536,374.6629,0.2203,109.8149,0.0676,38.4200]
[58.2536,374.6150,0.2022,109.8221,0.0812,38.4000]
[58.2536,374.4565,0.3027,109.7998,0.0965,38.3500]
[58.2536,374.2983,0.2896,109.7685,0.0870,38.3200]
[58.2536,374.1778,0.3575,109.7123,0.1143,38.3400]
[58.2536,373.9532,0.2891,109.7325,0.1076,38.3300]
[58.2536,373.9698,0.2608,109.7078,0.0892,38.3200]
[58.2536,110.2977,0.1295,354.0495,0.5016,38.3600]
[58.2536,110.2671,0.0787,353.6895,0.2831,38.3100]
[58.2536,110.2596,0.1043,353.8531,0.2961,38.2900]
[58.2536,110.2454,0.0987,353.6916,0.2795,38.2300]
[58.2536,110.2349,0.0933,353.7377,0.1446,38.1600]
[58.2536,110.2499,0.0730,353.7942,0.1673,38.1200]
[58.2536,110.1536,0.1450,353.5006,0.3832,38.0700]
[58.2536,110.0945,0.1175,353.2970,0.3229,38.1000]
[58.2536,110.1660,0.1112,353.5415,0.2692,37.9300]
[58.2536,110.2150,0.0749,353.7314,0.1884,38.0000]
[58.1757,375.2838,0.2816,110.3065,0.0837,38.0100]
[58.1757,375.2586,0.3040,110.3007,0.1080,38.0200]
[58.1757,375.3994,0.4191,110.3132,0.1180,38.0900]
[58.1757,375.3871,0.4240,110.3166,0.1171,38.1000]
[58.1757,375.3893,0.3402,110.3598,0.0914,38.1000]
[58.1757,375.4040,0.3506,110.3637,0.1109,38.0400]
[58.1757,375.5252,0.2770,110.4155,0.0811,38.0100]
[58.1757,375.4716,0.2160,110.4074,0.0704,37.9900]
[58.1757,375.5329,0.2791,110.4437,0.0819,38.0600]
[58.1757,375.4016,0.2814,110.3893,0.0939,38.1500]
[58.1757,110.3821,0.0763,354.7473,0.1481,38.1800]
[58.1757,110.3722,0.1129,354.7809,0.2956,38.1500]
[58.1757,110.2724,0.0930,354.6136,0.2709,38.1800]
[58.1757,110.2298,0.0891,354.3618,0.2422,38.1400]
[58.1757,110.2125,0.0802,354.4050,0.2610,38.0600]
[58.1757,110.1562,0.1121,354.2174,0.3271,38.1000]
[58.1757,110.2054,0.1078,354.4670,0.3571,38.0700]
[58.1757,110.1555,0.1070,354.3259,0.2939,38.0000]
[58.1757,110.1268,0.0587,354.1702,0.1488,37.9900]
[58.1757,110.1037,0.0816,354.2017,0.2600,38.0000]
[58.0951,375.5928,0.2034,109.9569,0.0931,38.0500]
[58.0951,375.6419,0.3231,109.9862,0.1087,38.0300]
[58.0951,375.6361,0.2417,110.0002,0.0948,38.0400]
[58.0951,375.4618,0.3088,109.9938,0.1089,38.0800]
[58.0951,375.3793,0.2550,110.0463,0.0943,38.0200]
[58.0951,375.7016,0.3714,110.1058,0.0916,37.9500]
[58.0951,375.6569,0.3817,110.0985,0.0932,37.9500]
[58.0951,375.7082,0.3115,110.1079,0.1019,37.8600]
[58.0951,375.4688,0.1784,110.0414,0.0667,37.8300]
[58.0951,375.5838,0.2731,110.1091,0.0625,37.8400]
[58.0951,109.9893,0.1059,354.2276,0.3019,37.8700]
[58.0951,109.9945,0.1494,354.3438,0.4869,37.9200]
[58.0951,109.9340,0.0960,354.1590,0.3071,38.0000]
[58.0951,109.8525,0.1082,353.8629,0.3175,38.0700]
[58.0951,109.8744,0.1071,354.0399,0.3596,38.1800]
[58.0951,109.9325,0.1003,354.3271,0.3696,38.2900]
[58.0951,109.9266,0.0693,354.2379,0.3619,38.3600]
[58.0951,109.9054,0.1037,354.1436,0.2480,38.4100]
[58.0951,109.9575,0.1430,354.1617,0.4288,38.4600]
[58.0951,109.9312,0.1717,354.4516,0.4768,38.5400]
[58.0169,374.5251,0.3996,109.9731,0.0930,38.7000]
[58.0169,375.0042,0.4352,110.0899,0.1269,38.7700]
[58.0169,375.0614,0.3288,110.0966,0.1336,38.7800]
[58.0169,375.2943,0.3478,110.2383,0.1639,38.7700]
[58.0169,375.2420,0.5244,110.1794,0.1897,38.8100]
[58.0169,375.2978,0.5607,110.1901,0.1594,38.8400]
[58.0169,375.3235,0.3153,110.2198,0.1399,38.8800]
[58.0169,375.2804,0.2787,110.2400,0.1079,38.9100]
[58.0169,375.4368,0.2540,110.2871,0.0913,38.9300]
[58.0169,375.4205,0.3347,110.3114,0.0743,38.8900]
[58.0169,110.2667,0.1155,355.3584,0.3218,38.8300]
[58.0169,110.2736,0.0949,355.4427,0.2280,38.7600]
[58.0169,110.2929,0.0976,355.4352,0.4093,38.6300]
[58.0169,110.2432,0.0986,355.3481,0.3297,38.5600]
[58.0169,110.3058,0.1491,355.5935,0.3646,38.4600]
[58.0169,110.3556,0.1261,355.6870,0.4803,38.4200]
[58.0169,110.3565,0.0991,355.7873,0.2798,38.4300]
[58.0169,110.3140,0.0864,355.7305,0.2958,38.4700]
[58.0169,110.3260,0.1062,355.7585,0.2660,38.5700]
[58.0169,110.3349,0.1153,355.8362,0.3694,38.6100]
[57.9334,369.5680,0.4290,108.0787,0.1386,38.8300]
[57.9334,369.5462,0.3941,108.0510,0.1164,38.9400]
[57.9334,369.1328,0.4119,107.9929,0.1807,39.0500]
[57.9334,369.3170,0.4997,108.0666,0.1277,39.1300]
[57.9334,369.1780,0.4340,107.9973,0.1690,39.1700]
[57.9334,368.7635,0.3816,107.8987,0.1297,39.2200]
[57.9334,369.0318,0.3106,107.9693,0.1399,39.3200]
[57.9334,368.9718,0.3596,107.8891,0.0856,39.3900]
[57.9334,368.9067,0.2839,107.8881,0.1066,39.3800]
[57.9334,368.9644,0.5751,107.9086,0.1332,39.4400]
[57.9334,106.2760,2.2298,343.9313,6.7680,39.5100]
[57.9334,106.7987,0.1305,345.3891,0.3195,39.4800]
[57.9334,106.7583,0.1208,345.3006,0.3483,39.4300]
[57.9334,106.7506,0.1986,345.3813,0.4211,39.4000]
[57.9334,106.7180,0.1159,345.1368,0.3204,39.3600]
[57.9334,106.6827,0.1037,345.0677,0.2446,39.3900]
[57.9334,106.5795,0.1113,344.8863,0.4132,39.4000]
[57.9334,106.5627,0.1120,344.8158,0.2861,39.4200]
[57.9334,106.5547,0.1361,344.9467,0.4829,39.4200]
[57.9334,106.6572,0.1034,345.1685,0.2358,39.3800]
[57.8549,367.4522,0.3893,106.9554,0.1129,39.2900]
[57.8549,367.5253,0.3082,106.9315,0.1232,39.2700]
[57.8549,367.3743,0.2956,106.9238,0.0789,39.2800]
[57.8549,367.2921,0.2795,106.8818,0.1151,39.2100]
[57.8549,367.3047,0.3378,106.8992,0.1013,39.1300]
[57.8549,367.3987,0.3524,106.9128,0.1275,39.0900]
[57.8549,367.0823,0.3634,106.8321,0.0876,39.0500]
[57.8549,367.0917,0.4059,106.8171,0.1292,39.0000]
[57.8549,367.4051,0.4008,106.8924,0.1383,38.9300]
[57.8549,367.5039,0.3655,106.8973,0.1105,38.9500]
[57.8549,106.6185,0.1889,346.4441,0.4289,39.0400]
[57.8549,106.6342,0.1094,346.5488,0.3724,39.0500]
[57.8549,106.5870,0.1140,346.3263,0.2335,38.8800]
[57.8549,106.5480,0.1244,346.2427,0.2713,38.8200]
[57.8549,106.5019,0.0956,346.1416,0.2414,38.7800]
[57.8549,106.5664,0.0933,346.2461,0.2166,38.7400]
[57.8549,106.5601,0.0970,346.2544,0.2518,38.6800]
[57.8549,106.5119,0.1177,346.0145,0.2677,38.6500]
[57.8549,106.4769,0.1110,345.9384,0.2757,38.6100]
[57.8549,106.4441,0.1186,345.8833,0.3846,38.6300]
[57.7737,368.3388,0.3465,107.7397,0.0745,38.6500]
[57.7737,368.4326,0.3341,107.7721,0.1104,38.6700]
[57.7737,368.5175,0.3164,107.7801,0.1099,38.5700]
[57.7737,368.6263,0.3005,107.8510,0.1102,38.5700]
[57.7737,368.5265,0.3321,107.8136,0.1149,38.6200]
[57.7737,368.6346,0.2825,107.8111,0.0711,38.6800]
[57.7737,368.6092,0.3716,107.7955,0.1364,38.6200]
[57.7737,368.6101,0.2691,107.8053,0.1110,38.5500]
[57.7737,368.5591,0.2617,107.8263,0.1286,38.4900]
[57.7737,368.7405,0.2783,107.8677,0.0991,38.4500]
[57.7737,106.3828,0.0797,346.3515,0.2007,38.4000]
[57.7737,106.3432,0.0945,346.2623,0.2401,38.4500]
[57.7737,106.3325,0.1007,346.2696,0.2519,38.3700]
[57.7737,106.4119,0.1087,346.4734,0.2645,38.3200]
[57.7737,106.3678,0.1083,346.3907,0.2095,38.2300]
[57.7737,106.3751,0.0837,346.2909,0.1684,38.1600]
[57.7737,106.3762,0.0992,346.2632,0.2452,38.0700]
[57.7737,106.4251,0.0731,346.3722,0.1619,38.0700]
[57.7737,106.3999,0.1077,346.3163,0.2249,38.0400]
[57.7737,106.4045,0.1018,346.3311,0.2700,37.9900]
[57.6923,367.9018,0.2733,107.6751,0.1127,37.8800]
[57.6923,367.7881,0.3467,107.6598,0.0953,37.9200]
[57.6923,367.9391,0.3214,107.6787,0.1164,37.9300]
[57.6923,367.8172,0.2708,107.6806,0.0832,37.8500]
[57.6923,367.9431,0.3528,107.7314,0.1096,37.7700]
[57.6923,367.9555,0.3506,107.7371,0.0985,37.7800]
[57.6923,367.8258,0.2718,107.6850,0.0823,37.7800]
[57.6923,367.7189,0.3035,107.5999,0.1136,37.7900]
[57.6923,368.0134,0.2450,107.7145,0.1133,37.8000]
[57.6923,367.6378,0.2766,107.6081,0.1210,37.8300]
[57.6923,106.3357,0.1073,347.5967,0.3091,37.8400]
[57.6923,106.3771,0.1037,347.7511,0.3391,37.8200]
[57.6923,106.3326,0.0815,347.6708,0.2331,37.7500]
[57.6923,106.3720,0.1289,347.7385,0.3986,37.8200]
[57.6923,106.3874,0.0966,347.7444,0.2658,37.8100]
[57.6923,106.3329,0.0878,347.7160,0.2275,37.9000]
[57.6923,106.2671,0.1196,347.6097,0.3299,37.9800]
[57.6923,106.3559,0.1147,347.8835,0.2481,37.9600]
[57.6923,106.3019,0.1219,347.7914,0.2781,37.9600]
[57.6923,106.2665,0.0862,347.6552,0.2303,37.9400]
[57.6134,368.9887,0.3114,107.1801,0.0812,37.7800]
[57.6134,368.5090,0.4035,107.0375,0.1317,37.7400]
[57.6134,368.2976,0.5293,106.9206,0.1368,37.7400]
[57.6134,368.4050,0.3520,107.0835,0.1251,37.7400]
[57.6134,368.4665,0.3467,107.0511,0.1074,37.8100]
[57.6134,368.4722,0.5219,107.0349,0.1157,37.9100]
[57.6134,368.4123,0.2887,107.0553,0.1119,38.0100]
[57.6134,368.3091,0.3757,107.0190,0.0898,38.1100]
[57.6134,368.3186,0.3622,107.0717,0.1269,38.1600]
[57.6134,368.3459,0.3845,107.0433,0.1218,38.1100]
[57.6134,105.6421,0.1254,344.7224,0.3676,38.1000]
[57.6134,105.5973,0.1045,344.6192,0.5293,38.1000]
[57.6134,105.6666,0.1242,344.6873,0.3117,38.1400]
[57.6134,105.6688,0.1340,344.8372,0.3769,38.1500]
[57.6134,105.6905,0.1366,344.8404,0.4602,38.1400]
[57.6134,105.6344,0.1364,344.7576,0.3877,38.2100]
[57.6134,105.5439,0.0974,344.4749,0.2656,38.2800]
[57.6134,105.6328,0.0873,344.7917,0.4079,38.3800]
[57.6134,105.5725,0.1391,344.4474,0.3677,38.4100]
[57.6134,105.4809,0.0807,344.3066,0.3480,38.3500]
[57.5317,365.9070,0.2802,106.9402,0.0903,38.4800]
[57.5317,365.8748,0.3617,106.9530,0.0850,38.4800]
[57.5317,365.9580,0.1605,106.9810,0.0974,38.4800]
[57.5317,365.9423,0.2903,106.9511,0.0968,38.4600]
[57.5317,365.9052,0.4576,106.9793,0.1088,38.5400]
[57.5317,365.9627,0.4270,106.9550,0.1295,38.6000]
[57.5317,366.0302,0.3728,106.9056,0.0906,38.6100]
[57.5317,365.9591,0.3505,106.8963,0.1078,38.7000]
[57.5317,365.9180,0.2974,106.8711,0.1259,38.7400]
[57.5317,366.1649,0.3481,106.9117,0.1250,38.7800]
[57.5317,105.9624,0.1021,346.8993,0.3774,38.8800]
[57.5317,105.9647,0.1040,346.9500,0.3364,38.8800]
[57.5317,105.9497,0.1412,346.7230,0.4293,38.9200]
[57.5317,105.9148,0.1216,346.7280,0.3302,38.9900]
[57.5317,105.9925,0.1118,346.7176,0.4285,39.0400]
[57.5317,105.8834,0.1535,347.0650,0.3924,39.1100]
[57.5317,105.9310,0.1617,347.1181,0.4567,39.1000]
[57.5317,105.8909,0.1778,346.9639,0.4377,39.1000]
[57.5317,105.8647,0.1979,346.5938,0.5460,39.0300]
[57.5317,105.7372,0.1345,346.4238,0.4289,39.0800]
[57.4500,361.9226,0.2901,106.9804,0.1102,39.1800]
[57.4500,361.9167,0.2804,106.9638,0.0889,39.1900]
[57.4500,361.7411,0.2767,106.9125,0.1052,39.1600]
[57.4500,361.4904,0.3389,106.8468,0.0988,39.1300]
[57.4500,361.4718,0.3391,106.8530,0.1191,39.1200]
[57.4500,361.4130,0.4398,106.8912,0.1224,39.1400]
[57.4500,361.4463,0.4039,106.8851,0.1430,39.1200]
[57.4500,361.4324,0.5086,106.9301,0.1475,39.1100]
[57.4500,361.2776,0.4202,106.9112,0.1158,39.0800]
[57.4500,361.2678,0.2755,106.8972,0.1175,39.1100]
[57.4500,105.7330,0.2307,346.8161,0.7136,39.0800]
[57.4500,105.7757,0.1332,346.9005,0.4418,39.1100]
[57.4500,105.7851,0.1081,347.0530,0.3075,39.1300]
[57.4500,105.7196,0.1285,346.8830,0.3339,39.1600]
[57.4500,105.7549,0.1122,347.0619,0.2964,39.1200]
[57.4500,105.7600,0.1288,347.0888,0.3340,39.1200]
[57.4500,105.7350,0.1010,346.9793,0.2096,39.1200]
[57.4500,105.7888,0.0807,347.3237,0.3088,39.1000]
[57.4500,105.7387,0.0961,347.1736,0.2636,39.0700]
[57.4500,105.7840,0.0947,347.3363,0.2808,38.8200]
[57.3680,369.2476,0.2369,106.9060,0.1062,38.8400]
[57.3680,369.6233,0.3474,107.0266,0.0968,38.8300]
[57.3680,369.3775,0.4922,106.9606,0.1404,38.7300]
[57.3680,369.4983,0.4987,107.0538,0.1644,38.7800]
[57.3680,369.3366,0.4337,106.9584,0.1424,38.8300]
